Clase,Clave,Tema,Subdivición.,,,,
0034,J,Geografía,"Geografía Física - Aspectos físicos del mundo - Derrumbes, corrientes de lodo, etc. (Véase también H 16.)",,,,
0035,J,Geografía,Geografía Física - Aspectos físicos del mundo - Pantanos y ciénagas,,,,
0036,J,Geografía,Geografía Física - Aspectos físicos del mundo - Suelos y depósitos diversos. (Pedología. Ver también H 96.),,,,
0037,J,Geografía,Geografía Física - Aspectos físicos del mundo - Influencia de los factores biológicos en la Tierra.,,,,
0038,J,Geografía,Geografía Física - Aspectos físicos del mundo - Circulación del agua.,,,,
0039,J,Geografía,Geografía Física - Aspectos físicos del mundo - Océanos en general : Oceanografía.,,,,
0040,J,Geografía,"Geografía Física - Aspectos físicos del mundo - Océano: superficie, profundidad, color, transparencia",,,,
0041,J,Geografía,Geografía Física - Aspectos físicos del mundo - Mareas. (Ver también 95 y E 1750.),,,,
0042,J,Geografía,Geografía Física - Aspectos físicos del mundo - Corrientes. Olas,,,,
0044,J,Geografía,"Geografía Física - Aspectos físicos del mundo - Temperatura del océano.
(Véase también F 0880.)",,,,
0045,J,Geografía,"Geografía física - Aspectos físicos del mundo - Densidad, salinidad y composición química del agua de mar.",,,,
0046,J,Geografía,Geografía Física - Aspectos físicos del mundo - Hielo en el agua de mar. Témpanos.,,,,
0050,J,Geografía,Geografía Física - Aspectos físicos del mundo - Aguas terrestres en general.,,,,
0051,J,Geografía,"Geografía Física - Aspectos físicos del mundo - Manantiales. (Minerales, termales, etc.)",,,,
0052,J,Geografía,Geografía Física - Aspectos físicos del mundo - Ríos y valles fluviales. Esteros y deltas. Drenaje Sistemas de drenaje. Inundaciones.,,,,
0053,J,Geografía,Geografía Física - Aspectos físicos del mundo - Lagos (agua dulce).,,,,
0054,J,Geografía,Geografía Física - Aspectos físicos del mundo - Lagos Salinos.,,,,
0055,J,Geografía,Geografía Física - Aspectos físicos del mundo - Aguas subterráneas; ríos y lagos subterráneos ranean ríos y lagos. (Sec también H 10.),,,,
0060,J,Geografía,Geografía Física - Aspectos físicos del mundo - Clima,,,,
0061,J,Geografía,Geografía Física - Aspectos físicos del mundo - Presión atmosférica. (Véase también F 0700-0770.),,,,
0062,J,Geografía,Geografía Física - Aspectos físicos del mundo - Temperatura del aire. (Véase también F 0800-0844).,,,,
0063,J,Geografía,Geografía Física - Aspectos físicos del mundo - Vapor de agua. Lluvia. (Véase también F 1000-1286.),,,,
0064,J,Geografía,Geografía Física - Aspectos físicos del mundo - Vientos. (Véase también F 1300-1590.),,,,
0069,J,Geografía,Geografía Matemática - Generalidades,,,,
0070,J,Geografía,"Geografía Matemática - Geodesia, Topografía y Levantamientos. Nivelación. Topografía de costas. Topografías subterráneas.",,,,
0072,J,Geografía,Geografía Matemática - Orometría,,,,
0075,J,Geografía,Geografía Matemática - Topografías marinas. Hidrografía,,,,
0080,J,Geografía,"Geografía Matemática - Determinación de la latitud y la Longitud. (Ver también E 0150, 5100.)",,,,
0081,J,Geografía,"Geografía Matemática - Medidas de altura. (Ver también F 0730, 0740.)",,,,
0082,J,Geografía,Geografía Matemática - Sondeos,,,,
0083,J,Geografía,Geografía Matemática - Proyección de la esfera. (Véase también A 8840.),,,,
0084,J,Geografía,Geografía Matemática - Cartografía. (Véase también A 8840.),,,,
0085,J,Geografía,Geografía Matemática - El cálculo del tiempo.,,,,
0087,J,Geografía,Geografía Matemática - Instrumentos de Topografía.,,,,
0090,J,Geografía,"Geografía Matemática - Navegación, mediciones de tiempo y  posición.",,,,
0095,J,Geografía,"Geografía Matemática - Mareas, diseño matemático de las mismas. (Ver también 41 y E 1750.)",,,,
0000,K,Paleontología,Filosofía ,,,,
0010,K,Paleontología,Historia. Biografía.,,,,
0020,K,Paleontología,"Publicaciones periódicas. Informes de instituciones,Sociedades, Congresos, etc.",,,,
0030,K,Paleontología,"Tratados generales, libros de texto,Diccionarios, Obras Completas,
Tablas de cálculo, Atlas",,,,
0032,K,Paleontología,Bibliografías,,,,
0040,K,Paleontología,"Discursos, conferencias, etc., de carácter  general.",,,,
0050,K,Paleontología,Pedagogía,,,,
0060,K,Paleontología,"Instituciones, Museos, Colecciones.",,,,
0070,K,Paleontología,Nomenclatura.,,,,
0100,K,Paleontología,Distribución de la vida (animal y Vegetal) en tiempos pasados.,,,,
0150,K,Paleontología,"Paleontología zonal; Mutaciones Carácter de la forma en los sucesivos estratos, etc.",,,,
0200,K,Paleontología,La evolución. (S al L 4300; N 0223 ; N 4400.),,,,
0210,K,Paleontología,Fósiles de carácter biológico del Instituto,,,,
0220,K,Paleontología,Fosilización.,,,,
0231,K,Paleontología,Paleozoología - Paleozoología,,,,
5231,K,Paleontología,Paleozoología - Vertebrados,,,,
6031,K,Paleontología,Paleozoología - Mamíferos,,,,
5831,K,Paleontología,Paleozoología - Aves,,,,
5631,K,Paleontología,Paleozoología - Reptiles y anfibios,,,,
5431,K,Paleontología,Paleozoología - Peces.,,,,
5031,K,Paleontología,"Paleozoología - Tunicados y Lancelet, etc.",,,,
2431,K,Paleontología,"Paleozoología - Artrópodos, incl. Insectos",,,,
3431,K,Paleontología,Paleozoología - Miriápodos,,,,
3031,K,Paleontología,Paleozoología - Arácnidos,,,,
2831,K,Paleontología,"Paleozoología - Xifosuros, euriptéridos, trilobites, etc.",,,,
2631,K,Paleontología,Paleozoología - Crustáceos,,,,
2231,K,Paleontología,"Paleozoología - Moluscos, incluyendo,Cefalópodos, Gastrópodos, poliplacóforos, escafópodos y lamelibranquios (pelecípodos)",,,,
2031,K,Paleontología,"Paleozoología - Braquiópodos, incluyendo briozoos (ectoproctos)",,,,
1831,K,Paleontología,Paleozoología - Gusanos,,,,
1031,K,Paleontología,Paleozoología - Equinodermos,,,,
0831,K,Paleontología,"Paleozoología - Celentéreos, incluyendo Grapitólideos",,,,
0631,K,Paleontología,Paleozoología - Poríferos,,,,
0431,K,Paleontología,Paleozoología - Protozoos,,,,
0131,K,Paleontología,Paleozoología - Fossilia affinitatis vel otriginis incertae,,,,
5000,K,Paleontología,Paleobotánica - Generalidades de Paleobotánica,,,,
5400,K,Paleontología,Paleobotánica - Dicotiledóneas,,,,
6000,K,Paleontología,Paleobotánica - Monocotilédoneas,,,,
6500,K,Paleontología,Paleobotánica - Gimnospermas,,,,
6600,K,Paleontología,Paleobotánica - Cícadas (Peteridospermas),,,,
6700,K,Paleontología,Paleobotánica - Peteridofitas,,,,
7000,K,Paleontología,Paleobotánica - Musgo y Hepáticas,,,,
7300,K,Paleontología,Paleobotánica - Algas,,,,
7400,K,Paleontología,Paleobotánica - Algae y Schizophyllaceae,,,,
7600,K,Paleontología,Paleobotánica - Líquenes,,,,
7700,K,Paleontología,"Paleobotánica - Fungi, Bacterias y Micetozoos",,,,
7900,K,Paleontología,Paleobotánica - Plantas desconocidas,,,,
0000,C,Física,Filosofía ,,,,
0010,C,Física,Historia. Biografía.,,,,
0020,C,Física,"Publicaciones periódicas. Informes de instituciones,Sociedades, Congresos, etc.",,,,
0030,C,Física,"Tratados generales, libros de texto,Diccionarios, Obras Completas,
Tablas de cálculo, Atlas",,,,
0040,C,Física,Direcciones. Conferencias.,,,,
0050,C,Física,Pedagogía,,,,
0060,C,Física,"Instituciones, Museos, Colecciones.",,,,
0070,C,Física,Nomenclatura.,,,,
0100,C,Física,La constitución del éter y de la materia - Generalidades,,,,
100a,C,Física,La constitución del éter y de la materia - La ósmosis. Presión osmótica.,,,,
100b,C,Física,"La constitución del éter y de la materia - Difusión de líquidos y gases. (efusión, transpiración",,,,
0150,C,Física,La constitución del éter y de la materia - Estimaciones y cálculos de magnitudes moleculares.,,,,
0200,C,Física,La constitución del éter y de la materia - La teoría cinética de los gases y los líquidos (el Radiómetro).,,,,
0300,C,Física,"La constitución del éter y de la materia - Capilaridad (incluyendo la presión interna, la presión del vapor presión de vapor cerca de superficies curvas, pedesis o movimientos movimientos brownianos). (Véase también D 7150.)",,,,
0400,C,Física,"La constitución del éter y de la materia - Teoría Molecular de los Sólidos, incluidos los Cristales, (Ver también Elasticidad, B 3210, y G 140)",,,,
0500,C,Física,"La constitución del éter y de la materia - Teoría del vórtice-átomo de la materia. (Ver Vórtice-Movimiento, B 2450, y Química Física.) ",,,,
0600,C,Física,La constitución del éter y de la materia - Teorías del éter.,,,,
0700,C,Física,La constitución del éter y de la materia - Teorías dinámicas de la gravitación.,,,,
1000,C,Física,Calor - Fuentes de calor y frío - Generalidades,,,,
1010,C,Física,Calor - Fuentes de calor y frío - Métodos de producción (1) Alta (2) Baja y(3) Temperaturas constantes. Termostatos.,,,,
1200,C,Física,Calor - Termometría - Generalidades,,,,
1210,C,Física,Calor - Termometría - Termómetros de expansión.,,,,
1220,C,Física,Calor - Termometría - Termómetros de presión.,,,,
1230,C,Física,Calor - Termometría - Termómetros eléctricos.,,,,
1240,C,Física,"Calor - Termometría - Otros métodos de medición de la temperatura (Color, Densidad de vapor, Calorimetría, etc.).",,,,
1250,C,Física,"Calor - Termometría - Termómetros para fines especiales (máxima, Mínimas, autorregistros, etc.). (Véase también Meteorología F 0250.)",,,,
1260,C,Física,"Calor - Termometría - Escalas termodinámicas. Comparación de los termómetros. Reducción a la escala absoluta. (Véase también Termodinámica, C 2400, &c.)",,,,
1400,C,Física,"Calor - Relaciones entre presión, temperatura y volumen - Generalidades ",,,,
1410,C,Física,"Calor - Relaciones entre presión, temperatura y volumen - Expansión de los sólidos por el calor. (Para la compresibilidad de los sólidos, véase Elasticidad, B 3200, &c.)",,,,
1420,C,Física,"Calor - Relaciones entre presión, temperatura y volumen - Fijación permanente y después de la deformación tras el calentamiento.  Recalentamiento.",,,,
1430,C,Física,"Calor - Relaciones entre presión, temperatura y volumen - Compresibilidad de los líquidos ",,,,
1440,C,Física,"Calor - Relaciones entre presión, temperatura y volumen - Expansión de los líquidos por el calor",,,,
1450,C,Física,"Calor - Relaciones entre presión, temperatura y volumen - Relaciones entre la presión, la temperatura y el volumen de los vapores y gases no saturados.",,,,
1600,C,Física,Calor - Calorimetría y calor específico - Generalidades. Unidades de calor.,,,,
1610,C,Física,Calor - Calorimetría y calor específico - Métodos de determinación de los calores específicos.,,,,
1620,C,Física,Calor - Calorimetría y calor específico - Calores específicos de sólidos y líquidos. (Véase también D 7200).,,,,
1630,C,Física,"Calor - Calorimetría y calor específico - Relaciones entre los Calores Específicos de los Sólidos y líquidos y su estado físico, temperatura, ac",,,,
1640,C,Física,Calor - Calorimetría y calor específico - Calores específicos de gases y vapores. Relaciones entre ellos. (Véase también D 7200.),,,,
1650,C,Física,"Calor - Calorimetría y calor específico - Relaciones entre los Calores Específicos de los Gases y vapores y su temperatura, etc.",,,,
1660,C,Física,"Calor - Calorimetría y calor específico - Relaciones entre el calor específico y la constitución química Constitución (Ley de Dulong y Petit, &c.). (Véase también D 7200.)",,,,
1800,C,Física,Calor - Cambio de Estado - Generalidades,,,,
1800a,C,Física,Calor - Cambio de Estado - Regla de la fase.,,,,
1810,C,Física,"Calor - Cambio de Estado - Fusión y solidificación. Puntos de fusión y solidificación, etc. (Véase también D 7200.)",,,,
1820,C,Física,Calor - Cambio de Estado - Cambios de volumen al fundir y calor latente de fusión. Efectos de la presión. (Véase también D 7200.),,,,
1830,C,Física,Calor - Cambio de Estado - Superfusión,,,,
1840,C,Física,Calor - Cambio de Estado - Presión y volumen de los vapores saturados. Ebullición de ebullición. Evaporación. (Véase también D 7200; F 1050).,,,,
1840a,C,Física,Calor - Cambio de Estado - Calor latente de evaporación.,,,,
1850,C,Física,Calor - Cambio de Estado - Densidades de vapor. (Véase también B 0140; D 7100.),,,,
1860,C,Física,Calor - Cambio de Estado - Ebullición y recalentamiento.,,,,
1870,C,Física,Calor - Cambio de Estado - Licuefacción de gases y mezclas gaseosas. (Tratamiento experimental. Para la teoría ver 2480.),,,,
1880,C,Física,"Calor - Cambio de Estado - Continuidad de Estado. Estado crítico, punto crítico, &c. (Véase también D 7000.)",,,,
1890,C,Física,"Calor - Cambio de Estado - Higrometría. (Véase también F 0270, 1000-1060.)",,,,
1900,C,Física,Calor - Cambio de Estado - Vaporización de sólidos.,,,,
1910,C,Física,Calor - Cambio de Estado - Calor latente de solución.,,,,
1920,C,Física,"Calor - Cambio de Estado - Presiones de vapor de soluciones, mezclas, etc.",,,,
2000,C,Física,Calor - Conducción y convección térmica - Generalidades,,,,
2010,C,Física,Calor - Conducción y convección térmica - Teoría matemática de la conducción.,,,,
2020,C,Física,Calor - Conducción y convección térmica - Conductividad de los sólidos.,,,,
2030,C,Física,Calor - Conducción y convección térmica - Conductividad de los fluidos.,,,,
2040,C,Física,Calor - Conducción y convección térmica - Convección.,,,,
2050,C,Física,Calor - Conducción y convección térmica - Leyes de enfriamiento,,,,
2400,C,Física,Calor - Leyes fundamentales de la termodinámica - Generalidades,,,,
2410,C,Física,Calor - Leyes fundamentales de la termodinámica - El equivalente mecánico del calor.,,,,
2420,C,Física,"Calor - Leyes fundamentales de la termodinámica - La Primera Ley. Teoría de las transformaciones cíclicas, &c.",,,,
2430,C,Física,Calor - Leyes fundamentales de la termodinámica - La segunda ley. Teoría de la temperatura absoluta.,,,,
2440,C,Física,Calor - Leyes fundamentales de la termodinámica - Entropía y energía disponible.,,,,
